model,display_freq,battery,price,ram,size,camera_res
Asus Model 3723,124,3200,30185,11,5.54,65.1
Motorola Model 3724,62,4397,38580,3,6.11,44.6
Samsung Model 3725,62,5460,26357,16,6.02,104.3
OnePlus Model 3726,60,3942,39704,13,5.24,87.3
Samsung Model 3727,69,4360,27814,16,6.15,29.1
Realme Model 3728,100,3679,24916,10,4.84,36.2
Huawei Model 3729,135,5602,28811,6,4.89,53.1
Huawei Model 3730,102,3330,36681,11,4.85,56.5
Sony Model 3731,126,4704,38082,11,6.18,26.0
Asus Model 3732,70,3136,32303,15,6.77,38.5
Realme Model 3733,123,4354,27500,12,4.7,107.7
Motorola Model 3734,60,4359,23423,10,5.98,24.9
Motorola Model 3735,142,3195,23706,6,4.83,52.7
Xiaomi Model 3736,60,4359,16821,5,5.39,8.6
Sony Model 3737,82,3677,23537,15,6.35,94.8
Nokia Model 3738,87,4286,9521,9,6.59,69.0
Huawei Model 3739,61,3545,8466,11,5.59,91.9
Samsung Model 3740,93,5431,30152,14,6.13,18.2
Samsung Model 3741,114,3829,19761,4,7.04,72.0
Apple Model 3742,143,5718,30091,4,4.91,100.1
Nokia Model 3743,73,4499,12745,12,5.58,48.0
Sony Model 3744,144,4174,15914,9,6.48,85.2
Realme Model 3745,125,5328,36149,6,4.96,106.8
Oppo Model 3746,137,5556,16925,7,6.21,28.0
Oppo Model 3747,70,3945,21645,14,6.64,10.6
Google Model 3748,139,5631,6543,3,5.74,14.1
Asus Model 3749,87,3546,38978,4,6.06,34.6
Oppo Model 3750,109,5450,37700,10,5.42,43.1
Samsung Model 3751,63,5775,7138,10,4.91,64.8
Huawei Model 3752,132,4343,8974,3,4.99,63.4
OnePlus Model 3753,80,5136,35857,10,5.96,68.9
Huawei Model 3754,78,5447,36407,14,6.34,23.1
Apple Model 3755,97,5619,15066,14,5.57,101.4
Oppo Model 3756,109,5337,3915,10,6.23,25.2
Sony Model 3757,119,5493,7194,16,5.09,107.0
Realme Model 3758,131,5989,31923,5,6.92,12.4
Xiaomi Model 3759,126,5032,23590,5,5.55,32.3
Motorola Model 3760,62,4104,17355,9,4.68,28.7
Asus Model 3761,68,3152,6442,13,5.19,75.4
Motorola Model 3762,60,3749,36236,4,6.54,63.4
Motorola Model 3763,85,5547,28801,9,5.66,39.4
Xiaomi Model 3764,66,4634,5362,8,4.72,79.9
Realme Model 3765,131,3988,6545,11,5.61,61.2
Sony Model 3766,70,4512,10277,8,5.53,12.6
Google Model 3767,92,5820,32144,16,5.88,47.3
Huawei Model 3768,73,3813,39416,13,5.77,30.1
Sony Model 3769,108,4415,4293,15,6.3,40.5
Apple Model 3770,123,3231,15327,15,5.86,15.1
Google Model 3771,97,4417,23959,7,5.02,57.6
Sony Model 3772,122,3547,23285,12,7.06,36.1
Oppo Model 3773,119,3713,10943,7,5.32,46.5
Nokia Model 3774,138,4592,9734,11,6.45,90.9
Google Model 3775,123,3665,15330,12,5.1,69.4
Huawei Model 3776,107,3559,19640,8,5.52,81.7
Samsung Model 3777,130,5406,23406,7,4.8,19.4
Xiaomi Model 3778,82,4452,24034,11,5.8,76.9
Motorola Model 3779,143,3601,19913,3,5.76,79.5
Nokia Model 3780,100,4938,13547,12,6.14,73.8
Nokia Model 3781,69,4964,30418,12,6.8,25.8
Asus Model 3782,133,4486,5461,14,4.64,57.9
Nokia Model 3783,65,4214,31519,14,7.1,69.4
Sony Model 3784,96,5024,24157,11,5.63,21.8
Asus Model 3785,75,5898,23972,8,5.44,40.0
Realme Model 3786,112,5183,9038,12,6.47,56.2
Xiaomi Model 3787,91,3343,33982,7,6.03,50.9
Sony Model 3788,102,5517,18121,9,4.56,46.0
Samsung Model 3789,91,5449,22404,13,5.21,106.9
Samsung Model 3790,126,5525,17015,5,6.91,62.7
Oppo Model 3791,60,3741,8754,15,5.47,87.1
Google Model 3792,99,5308,5985,6,7.07,106.0
Nokia Model 3793,86,4689,17479,5,5.18,35.8
Motorola Model 3794,119,4982,16356,4,5.56,77.6
Realme Model 3795,119,4864,31491,15,5.68,60.2
Xiaomi Model 3796,61,4271,36797,9,5.56,62.2
Nokia Model 3797,144,4009,9744,7,6.22,83.5
Huawei Model 3798,61,4087,32789,3,5.52,46.0
Xiaomi Model 3799,105,5392,14544,12,5.63,90.6
Sony Model 3800,61,4991,3392,11,6.05,95.1
Apple Model 3801,84,5026,17037,11,6.27,107.7
Samsung Model 3802,103,5880,39902,14,7.19,49.3
Samsung Model 3803,79,4240,22245,12,4.63,101.9
Nokia Model 3804,62,5922,27184,4,6.18,43.0
Sony Model 3805,82,5394,38591,10,6.94,34.7
Realme Model 3806,104,3323,24644,6,5.71,31.0
Nokia Model 3807,81,5527,28882,15,5.84,48.2
Google Model 3808,95,4172,5464,3,6.06,72.2
Sony Model 3809,85,5107,18521,4,6.87,39.7
Google Model 3810,107,3646,16181,4,7.1,64.4
Samsung Model 3811,112,5198,36607,4,5.91,27.4
Xiaomi Model 3812,122,4116,32132,6,7.04,97.8
Motorola Model 3813,118,5496,24972,8,4.63,39.8
Sony Model 3814,131,4981,33922,15,4.61,55.9
Huawei Model 3815,107,5036,9255,7,5.74,72.0
Huawei Model 3816,132,5644,29756,6,6.28,48.9
Samsung Model 3817,79,4491,23864,16,6.41,100.1
Apple Model 3818,113,5781,17663,12,5.38,91.8
Oppo Model 3819,76,5478,28866,3,4.84,16.1
Samsung Model 3820,113,4134,12343,16,5.65,102.1
OnePlus Model 3821,128,4099,16627,16,5.49,106.1
Apple Model 3822,69,4596,3979,4,5.91,49.3
Huawei Model 3823,123,5094,20383,9,5.62,51.4
Apple Model 3824,93,3213,24337,13,5.61,82.3
Motorola Model 3825,71,4039,17116,16,6.02,54.4
Motorola Model 3826,98,4537,25755,13,4.79,38.8
Realme Model 3827,98,4043,17822,4,6.29,78.8
Apple Model 3828,103,3676,11715,11,6.71,42.4
Sony Model 3829,74,5349,38779,5,5.45,49.0
Xiaomi Model 3830,97,5105,9685,11,4.73,20.7
Apple Model 3831,89,4373,8486,7,4.54,54.2
Samsung Model 3832,138,4893,21890,4,6.46,14.5
Oppo Model 3833,139,4904,23823,8,6.42,15.8
OnePlus Model 3834,125,4663,34017,16,4.83,106.8
Google Model 3835,81,4880,24530,5,6.0,49.4
Samsung Model 3836,144,3885,4129,9,6.24,90.7
Motorola Model 3837,120,5221,19139,11,6.98,24.4
OnePlus Model 3838,102,5884,6797,12,7.08,87.8
Nokia Model 3839,138,3629,18828,7,5.46,72.3
Samsung Model 3840,60,5166,37557,15,6.12,8.0
Motorola Model 3841,87,3928,10427,5,6.84,48.8
Realme Model 3842,109,4701,36071,6,5.65,106.6
Xiaomi Model 3843,131,4252,5530,15,6.58,29.1
Huawei Model 3844,125,3097,27082,6,5.78,26.1
Huawei Model 3845,103,4814,24426,12,4.74,83.6
Apple Model 3846,116,4559,8657,6,6.58,64.4
Sony Model 3847,116,4188,15104,7,5.35,101.3
Motorola Model 3848,78,5714,30767,4,4.61,64.6
Motorola Model 3849,93,3966,9969,4,5.01,51.2
Motorola Model 3850,94,3548,14930,10,6.27,24.2
Xiaomi Model 3851,127,3071,10850,3,6.22,69.9
Xiaomi Model 3852,110,5002,37081,7,5.36,43.1
Asus Model 3853,108,4841,15578,7,6.54,66.1
Google Model 3854,112,5790,32065,9,4.54,66.3
Xiaomi Model 3855,80,5249,17862,5,7.04,99.5
Motorola Model 3856,126,3317,26393,10,6.23,54.9
Huawei Model 3857,126,4254,37116,15,5.69,95.1
Motorola Model 3858,97,5131,19335,13,5.05,36.1
Apple Model 3859,73,3943,28415,14,6.24,76.6
Samsung Model 3860,137,5663,39828,5,5.62,53.2
Huawei Model 3861,88,4189,31786,15,5.75,71.9
Nokia Model 3862,116,4662,35706,11,6.97,51.9
Oppo Model 3863,84,5309,13631,8,6.58,60.4
Nokia Model 3864,85,4591,16340,8,7.14,72.1
OnePlus Model 3865,85,3121,25137,5,5.71,79.0
Xiaomi Model 3866,93,5956,14097,3,5.96,17.5
Sony Model 3867,89,3832,13273,8,5.57,22.7
Motorola Model 3868,73,5333,22860,14,5.29,30.4
Huawei Model 3869,67,3025,28168,8,5.09,64.1
Motorola Model 3870,125,4347,13404,10,4.5,75.6
Realme Model 3871,136,4003,6538,14,4.85,20.0
Realme Model 3872,143,3472,4399,14,4.89,46.8
Apple Model 3873,62,3787,37576,11,6.2,64.0
Sony Model 3874,82,5001,26497,10,6.13,25.0
Oppo Model 3875,128,4464,23424,11,6.18,31.4
Xiaomi Model 3876,122,4812,15008,16,6.04,31.6
Motorola Model 3877,97,4717,19844,6,6.73,67.8
Sony Model 3878,110,3789,9003,15,5.85,53.8
Huawei Model 3879,67,5110,29581,7,6.74,107.8
Motorola Model 3880,75,3663,21766,10,6.71,46.6
Google Model 3881,100,4289,22539,16,6.17,52.0
Xiaomi Model 3882,98,3605,28756,6,4.56,76.3
Nokia Model 3883,100,3447,37289,6,6.02,56.5
Xiaomi Model 3884,140,5002,3776,7,4.9,8.2
Google Model 3885,106,3061,31625,6,5.12,56.8
Motorola Model 3886,82,4384,4995,7,6.28,53.5
Samsung Model 3887,140,5797,11242,8,6.24,11.9
Realme Model 3888,116,5711,27547,4,4.59,64.7
Apple Model 3889,76,4811,17834,6,4.68,90.2
Motorola Model 3890,68,4741,35622,12,4.78,69.0
Motorola Model 3891,91,4273,11754,10,6.68,91.4
Sony Model 3892,62,4704,14655,16,6.63,91.5
Xiaomi Model 3893,75,3035,4303,4,5.14,33.7
Xiaomi Model 3894,142,5949,32063,14,5.3,82.4
Motorola Model 3895,140,5023,35446,13,6.87,74.2
Xiaomi Model 3896,100,3186,13501,12,6.34,50.7
Sony Model 3897,61,4386,4932,9,6.64,48.9
Samsung Model 3898,124,3643,24140,10,5.22,70.8
Apple Model 3899,111,4031,23796,11,4.58,35.5
Xiaomi Model 3900,85,5735,25374,5,6.55,51.5
Sony Model 3901,81,3935,28489,9,5.68,99.6
Google Model 3902,124,5375,34915,5,5.41,51.8
Oppo Model 3903,66,3879,25219,9,5.49,30.4
Sony Model 3904,75,5321,4559,16,6.73,61.2
Huawei Model 3905,60,3553,38438,10,6.22,66.6
Nokia Model 3906,65,3435,15767,16,6.33,69.0
Xiaomi Model 3907,143,3726,10644,14,6.36,74.9
Xiaomi Model 3908,97,3723,16416,3,5.09,12.4
Asus Model 3909,128,3998,7379,15,4.9,83.2
Apple Model 3910,88,5203,33909,3,5.79,95.0
Google Model 3911,63,4818,36207,6,4.86,85.3
Huawei Model 3912,75,4680,33981,12,5.13,71.1
Xiaomi Model 3913,70,4953,16852,3,6.61,80.7
Oppo Model 3914,65,4572,38657,3,5.02,86.9
Asus Model 3915,129,3043,29179,15,5.61,12.4
Realme Model 3916,126,4032,4519,13,7.2,28.8
Apple Model 3917,93,4171,8678,6,4.71,107.9
Realme Model 3918,140,4741,19912,14,6.99,37.2
Motorola Model 3919,143,3971,4357,4,6.17,56.2
Asus Model 3920,70,3608,5842,10,7.07,62.1
Huawei Model 3921,132,5969,29656,4,7.14,62.2
OnePlus Model 3922,88,4476,28052,15,6.34,66.8
Apple Model 3923,134,3951,20680,13,5.02,53.0
Oppo Model 3924,79,4982,27383,15,5.55,51.1
OnePlus Model 3925,117,5829,8103,7,5.46,17.5
Samsung Model 3926,76,5047,36581,3,5.43,26.8
Oppo Model 3927,88,4430,38329,11,5.56,28.4
OnePlus Model 3928,126,5662,38126,8,6.1,101.8
Xiaomi Model 3929,104,4363,17924,6,6.29,86.5
Google Model 3930,125,3820,36438,15,6.95,104.0
OnePlus Model 3931,139,3366,13378,11,5.93,100.7
Motorola Model 3932,64,5774,8869,4,6.29,53.3
Oppo Model 3933,142,3299,28582,5,6.47,71.9
Realme Model 3934,71,5399,36632,6,5.4,84.1
Xiaomi Model 3935,117,4128,27915,5,6.52,103.6
Realme Model 3936,80,5408,35764,15,4.52,26.1
Samsung Model 3937,111,5631,36312,9,5.55,99.0
OnePlus Model 3938,143,3782,4613,9,7.07,89.8
OnePlus Model 3939,62,4133,4609,11,4.74,67.2
Asus Model 3940,119,3098,22865,3,6.78,29.6
Apple Model 3941,72,3025,11976,9,5.16,93.6
Samsung Model 3942,139,3393,5605,3,5.01,39.3
Nokia Model 3943,138,5375,17151,11,5.67,87.5
Samsung Model 3944,106,4606,8679,16,6.32,15.4
Google Model 3945,132,5895,19856,11,6.08,11.1
Realme Model 3946,130,3370,37584,7,5.28,38.5
Asus Model 3947,108,4597,17285,11,6.43,16.4
Xiaomi Model 3948,64,4030,7596,3,4.74,100.7
Xiaomi Model 3949,70,4303,8236,10,7.16,107.5
Samsung Model 3950,100,5704,25500,3,5.17,98.5
Oppo Model 3951,128,3744,33454,9,5.59,23.7
Realme Model 3952,60,3124,9402,3,7.06,53.1
Apple Model 3953,143,3568,29242,10,5.06,11.4
Sony Model 3954,78,3856,10594,9,5.09,51.9
OnePlus Model 3955,139,3690,11737,7,4.91,88.8
Huawei Model 3956,79,4117,9601,14,7.1,98.2
Realme Model 3957,143,4631,11191,14,4.71,58.9
Huawei Model 3958,71,3232,12442,12,5.25,87.0
Samsung Model 3959,135,5234,24158,7,5.28,62.4
Asus Model 3960,78,3739,4971,11,5.9,76.9
Realme Model 3961,119,4331,7719,7,5.08,46.8
Huawei Model 3962,63,4587,38100,3,4.76,70.0
Oppo Model 3963,121,3133,22584,4,6.47,44.4
Motorola Model 3964,84,3966,25808,8,6.47,17.5
Asus Model 3965,117,5216,34326,14,5.03,98.1
Sony Model 3966,100,3481,6670,7,4.97,87.7
Motorola Model 3967,122,5832,32548,7,6.24,72.9
Motorola Model 3968,93,3821,24885,4,5.64,58.9
Xiaomi Model 3969,141,3624,28766,5,5.44,44.9
Nokia Model 3970,122,4488,6083,5,5.56,45.3
Realme Model 3971,66,5912,20020,10,6.06,57.4
Nokia Model 3972,86,3100,26417,7,6.08,78.5
Google Model 3973,107,5518,8371,10,4.96,32.6
Realme Model 3974,91,5469,27692,13,5.9,30.1
OnePlus Model 3975,92,3568,21870,5,6.39,68.9
Motorola Model 3976,96,5929,20099,13,4.98,87.2
Oppo Model 3977,111,3447,31721,13,6.37,94.0
Asus Model 3978,103,5020,36728,13,4.85,80.4
Google Model 3979,92,4644,13686,3,4.79,101.3
Nokia Model 3980,82,3851,31154,14,5.47,36.2
Nokia Model 3981,133,4064,37530,13,6.27,83.3
Realme Model 3982,73,3444,33193,11,4.68,32.8
Asus Model 3983,69,4796,3872,5,5.14,34.5
Oppo Model 3984,83,5772,35606,15,6.48,49.5
Asus Model 3985,130,5865,27466,5,6.35,86.1
Huawei Model 3986,66,3232,37891,9,6.35,56.7
Xiaomi Model 3987,92,4872,33866,10,5.8,8.8
OnePlus Model 3988,74,5198,14880,5,6.78,22.4
Google Model 3989,84,3724,33228,11,5.56,25.2
Google Model 3990,133,3373,35981,13,6.33,58.7
Google Model 3991,140,3278,9461,13,5.7,67.8
Huawei Model 3992,72,5764,8067,4,6.74,25.8
Apple Model 3993,60,5610,16260,5,5.37,14.4
Apple Model 3994,87,4071,31944,10,6.32,25.0
Huawei Model 3995,79,5145,8468,5,5.65,90.7
Realme Model 3996,98,4281,4293,11,5.67,93.9
Apple Model 3997,72,5867,30786,5,6.56,101.2
Asus Model 3998,79,4634,15871,16,7.09,103.6
OnePlus Model 3999,71,3053,34265,8,4.7,62.1
Samsung Model 4000,70,3853,18818,8,4.67,67.1
Samsung Model 4001,140,4036,20769,7,5.05,32.4
Google Model 4002,133,3256,5364,3,4.52,40.2
Asus Model 4003,81,3072,24854,4,4.66,36.6
OnePlus Model 4004,94,4401,22611,6,6.06,36.0
OnePlus Model 4005,116,5187,20840,10,5.01,62.9
Apple Model 4006,115,5344,4756,12,4.54,76.9
OnePlus Model 4007,68,5935,7898,10,6.48,70.5
OnePlus Model 4008,60,5665,38640,13,6.78,97.4
Apple Model 4009,136,3144,16333,3,4.51,88.1
Sony Model 4010,115,3043,30561,11,5.51,31.5
Google Model 4011,134,4116,39672,8,4.58,92.4
Sony Model 4012,144,3254,38561,16,6.67,28.8
Motorola Model 4013,67,3543,38944,15,4.72,84.9
Samsung Model 4014,131,3303,33171,16,5.39,25.9
Apple Model 4015,143,3453,27867,8,5.59,33.1
Apple Model 4016,136,5901,25539,14,6.37,90.4
Huawei Model 4017,100,3364,33799,13,6.84,15.1
Asus Model 4018,128,5835,32847,16,5.56,94.6
Apple Model 4019,103,5377,37697,10,6.12,79.9
Nokia Model 4020,118,3138,3417,6,5.18,81.6
Oppo Model 4021,73,3243,12066,7,5.87,55.1
Realme Model 4022,118,5927,4178,16,5.33,105.5
Huawei Model 4023,106,4292,39298,14,4.98,61.7
Sony Model 4024,84,3253,32340,10,6.43,15.6
Motorola Model 4025,110,3418,15022,12,6.72,52.0
Samsung Model 4026,108,4359,32702,6,6.36,56.8
Apple Model 4027,106,4415,15138,15,5.59,49.2
Oppo Model 4028,76,4710,19233,12,4.66,25.9
Apple Model 4029,132,4965,34195,15,5.07,30.8
Samsung Model 4030,127,5712,21962,11,5.56,56.1
Apple Model 4031,133,4543,14881,6,5.25,58.9
Xiaomi Model 4032,122,3429,12045,13,6.55,96.8
Realme Model 4033,112,5828,9294,15,6.82,99.7
Sony Model 4034,84,4221,12704,15,6.45,31.0
Oppo Model 4035,84,3824,11074,14,5.21,107.9
Huawei Model 4036,85,5728,31403,15,6.58,106.9
OnePlus Model 4037,107,5796,35187,12,6.42,60.6
Huawei Model 4038,128,3744,7832,12,5.51,33.7
Apple Model 4039,141,3811,22271,16,5.17,36.8
OnePlus Model 4040,141,4001,18504,10,4.52,86.1
Samsung Model 4041,97,3707,34804,4,5.61,42.5
Oppo Model 4042,82,3329,20562,6,6.5,43.9
Nokia Model 4043,128,3829,26808,5,6.25,42.7
Google Model 4044,99,5607,9482,11,5.7,105.0
Oppo Model 4045,92,5733,21904,15,4.81,8.3
Xiaomi Model 4046,72,4298,12198,15,5.76,58.7
Apple Model 4047,120,3058,30395,8,5.95,74.0
Xiaomi Model 4048,124,3086,28961,6,6.59,95.0
Samsung Model 4049,61,3477,26584,9,4.6,53.3
Realme Model 4050,97,5062,32972,9,5.72,55.0
Google Model 4051,60,4850,4068,4,5.81,48.5
Asus Model 4052,77,3936,28401,11,6.84,8.5
Nokia Model 4053,86,4712,21588,7,6.47,8.7
Oppo Model 4054,71,4911,7517,12,5.99,92.3
OnePlus Model 4055,104,4571,10442,13,6.42,19.3
Realme Model 4056,86,4461,34438,15,6.32,49.9
Samsung Model 4057,127,3988,34938,16,5.36,52.2
Google Model 4058,63,4557,16779,14,6.89,46.0
Asus Model 4059,124,3080,18425,8,4.59,94.6
Motorola Model 4060,83,3173,27340,3,5.09,27.3
Sony Model 4061,96,4767,23468,9,7.16,87.9
Realme Model 4062,85,3733,16015,9,5.11,46.5
Oppo Model 4063,128,4097,24852,13,5.94,57.6
Huawei Model 4064,140,5758,26670,16,6.53,80.1
OnePlus Model 4065,92,3181,16848,4,6.27,107.3
Samsung Model 4066,128,4228,12882,16,5.22,99.7
Oppo Model 4067,91,4167,33645,10,4.56,70.1
Samsung Model 4068,91,4643,16183,10,6.36,17.7
Realme Model 4069,142,4713,35742,8,5.52,16.5
OnePlus Model 4070,76,4449,19012,16,6.96,24.8
Huawei Model 4071,84,5187,15618,16,4.89,39.9
Sony Model 4072,112,4549,36259,12,5.89,91.3
Xiaomi Model 4073,84,3486,39159,12,7.15,24.6
Realme Model 4074,92,3914,24922,3,7.02,45.2
Apple Model 4075,111,3217,20967,12,5.3,55.5
Nokia Model 4076,109,4997,33759,12,5.16,11.3
Apple Model 4077,123,4321,35802,14,4.63,60.6
Samsung Model 4078,82,4279,15977,16,7.15,79.9
Samsung Model 4079,138,4927,29775,5,5.56,53.6
Samsung Model 4080,132,4350,20600,12,5.33,66.0
Asus Model 4081,113,4913,21637,9,4.88,90.0
Apple Model 4082,109,5768,14778,13,6.57,73.3
Google Model 4083,141,3309,23228,14,6.07,22.7
Motorola Model 4084,69,5924,19313,15,6.25,25.6
Nokia Model 4085,93,5147,15189,12,5.3,37.3
Asus Model 4086,141,5066,13513,15,5.3,94.4
Realme Model 4087,132,4881,36991,4,5.64,50.8
Apple Model 4088,104,4860,7346,5,5.04,102.5
Google Model 4089,84,5577,33156,16,4.76,15.1
Realme Model 4090,123,4715,33192,6,4.82,14.4
Nokia Model 4091,75,4704,9387,6,5.05,16.7
OnePlus Model 4092,74,4190,36414,8,5.44,60.8
OnePlus Model 4093,133,3148,21166,8,5.66,91.5
Google Model 4094,120,3008,23604,14,6.9,70.8
Oppo Model 4095,137,4938,37593,3,7.07,38.4
Realme Model 4096,83,4570,33021,15,7.07,89.2
Sony Model 4097,110,3954,24620,4,5.39,104.2
Nokia Model 4098,72,3689,16609,11,6.73,24.1
Apple Model 4099,109,3905,15870,6,4.94,53.6
Google Model 4100,134,3212,18627,8,4.68,45.6
Realme Model 4101,108,3907,10854,4,5.32,20.9
Huawei Model 4102,65,3519,35097,16,7.17,20.7
Asus Model 4103,97,5112,23213,6,6.76,83.3
Motorola Model 4104,94,3029,14343,4,6.15,37.7
Samsung Model 4105,140,4031,16602,15,5.35,106.3
OnePlus Model 4106,97,4370,19045,6,5.33,87.0
Motorola Model 4107,60,3707,12038,11,6.92,58.7
Realme Model 4108,72,5799,24841,4,7.03,29.3
Xiaomi Model 4109,95,4338,15450,5,6.22,14.6
Apple Model 4110,84,4998,36193,5,5.88,76.6
Oppo Model 4111,93,3569,20028,10,5.74,31.9
Sony Model 4112,128,5952,13546,4,5.72,34.6
Samsung Model 4113,108,3015,34969,10,5.21,70.4
Xiaomi Model 4114,119,3040,4523,14,5.2,38.2
Apple Model 4115,67,5284,37157,4,4.85,91.1
OnePlus Model 4116,111,3000,16186,10,5.0,106.3
Realme Model 4117,114,3545,11454,3,6.56,18.6
Oppo Model 4118,131,3032,11594,13,6.6,9.1
Oppo Model 4119,108,4744,21590,11,6.62,38.1
Sony Model 4120,125,5577,22183,8,4.89,44.0
Realme Model 4121,79,3731,16612,9,6.86,85.1
Realme Model 4122,71,3798,14820,12,6.77,20.4
OnePlus Model 4123,141,3985,39953,8,6.16,70.1
Apple Model 4124,118,4383,4316,11,6.46,76.2
Nokia Model 4125,99,5597,9697,13,6.92,10.1
Apple Model 4126,121,4431,12635,14,5.84,101.7
Sony Model 4127,130,5331,35492,3,6.48,92.7
Xiaomi Model 4128,75,3796,7521,7,6.48,85.1
Nokia Model 4129,136,4856,25994,6,5.34,36.6
Apple Model 4130,139,3921,16905,16,5.04,65.2
Xiaomi Model 4131,106,5815,35622,4,5.0,108.0
Asus Model 4132,61,3229,10831,4,5.51,57.4
Nokia Model 4133,75,3197,4666,7,5.1,102.8
Samsung Model 4134,125,4606,37855,4,6.58,37.2
OnePlus Model 4135,61,4759,14812,4,6.6,63.9
Apple Model 4136,135,5586,9379,3,6.23,75.8
Asus Model 4137,99,5651,16783,13,5.44,105.7
Oppo Model 4138,99,5174,8370,16,5.32,22.2
Sony Model 4139,89,5435,30511,9,4.81,105.9
Sony Model 4140,61,4798,31690,16,6.63,100.0
Asus Model 4141,91,5813,30487,3,5.36,79.0
Apple Model 4142,87,4762,17529,6,4.99,97.2
Google Model 4143,104,4520,38921,10,5.96,23.2
Google Model 4144,69,3659,39805,10,6.7,86.5
Motorola Model 4145,80,4298,9506,5,4.78,15.3
Motorola Model 4146,102,3300,23998,15,5.3,14.1
Realme Model 4147,88,3870,13068,8,7.15,10.4
Google Model 4148,93,5699,27912,13,5.29,13.0
Sony Model 4149,112,4990,20018,14,4.59,63.6
Sony Model 4150,79,5623,15066,6,5.38,104.2
Huawei Model 4151,82,4721,15631,8,7.13,92.4
Google Model 4152,137,4757,4353,3,4.88,30.9
Sony Model 4153,61,5033,32740,11,6.85,91.9
Realme Model 4154,97,4956,3399,6,5.7,104.9
OnePlus Model 4155,141,3009,27740,3,6.48,27.2
Realme Model 4156,94,3985,30204,7,6.86,47.5
Oppo Model 4157,98,4988,13214,8,5.17,85.2
Nokia Model 4158,113,5189,32159,10,5.5,17.4
Apple Model 4159,78,5668,27546,8,4.72,44.4
Samsung Model 4160,118,3032,28874,5,6.85,85.0
Samsung Model 4161,76,3703,4548,6,5.1,62.2
Huawei Model 4162,123,5582,29979,13,5.41,32.6
Samsung Model 4163,112,5427,34325,3,6.18,22.4
Apple Model 4164,80,5861,9157,4,6.14,94.2
Google Model 4165,87,5716,19466,3,6.39,79.5
Nokia Model 4166,74,5417,24486,13,5.86,81.1
Motorola Model 4167,68,3537,30149,16,6.42,49.5
Sony Model 4168,114,4106,24079,13,5.53,27.6
Oppo Model 4169,85,3307,23480,6,6.45,43.5
OnePlus Model 4170,104,4402,9973,3,6.06,77.1
Samsung Model 4171,117,3551,33296,7,5.27,104.3
Apple Model 4172,126,4600,3433,12,5.12,54.8
Sony Model 4173,115,5116,39709,3,5.64,87.3
OnePlus Model 4174,71,5698,38035,3,6.69,42.5
Huawei Model 4175,140,3158,37528,12,4.53,66.8
Motorola Model 4176,107,4969,21917,16,6.23,55.2
Google Model 4177,118,3494,26228,10,4.82,58.5
Motorola Model 4178,134,4036,14197,5,5.32,43.0
Xiaomi Model 4179,90,5346,18605,7,6.54,48.4
Apple Model 4180,83,3285,16757,14,6.32,23.3
Motorola Model 4181,80,5493,8138,14,5.04,74.4
Samsung Model 4182,139,3985,32205,12,5.23,93.5
Nokia Model 4183,126,3627,35384,8,5.65,100.1
OnePlus Model 4184,96,5109,35909,15,5.49,17.1
Realme Model 4185,128,5987,24598,14,4.79,42.3
Asus Model 4186,114,3516,8529,11,5.79,52.3
Motorola Model 4187,105,3176,13907,7,7.08,48.2
Xiaomi Model 4188,81,4418,4939,3,6.61,61.1
Samsung Model 4189,64,4212,36780,8,5.66,91.1
Samsung Model 4190,60,3414,27479,14,6.38,94.0
Google Model 4191,126,3700,29694,11,6.32,23.4
Realme Model 4192,78,5361,32352,8,4.97,35.9
Google Model 4193,111,3882,34014,6,5.44,103.6
Nokia Model 4194,140,3790,31364,3,5.46,104.4
Huawei Model 4195,100,4403,18555,8,5.35,50.2
Samsung Model 4196,116,5025,12152,8,4.66,65.7
Asus Model 4197,142,3420,3248,14,6.8,8.6
Asus Model 4198,132,5637,10568,5,5.21,77.8
Realme Model 4199,109,3933,24762,12,5.23,77.4
Motorola Model 4200,123,4316,31604,5,4.92,57.3
Apple Model 4201,115,4583,37636,5,6.44,45.4
Xiaomi Model 4202,71,3970,26502,6,6.65,86.2
Nokia Model 4203,70,4576,8925,4,5.82,85.1
Motorola Model 4204,137,4152,34591,13,4.86,95.1
Samsung Model 4205,90,5420,5224,15,6.75,29.4
Sony Model 4206,77,3582,12993,5,6.61,28.0
Huawei Model 4207,132,5542,28062,16,6.82,40.8
